stim_id,utt_id,speaker,canonical_text,actual_text,foil_text,target_word_index,target_word,actual_word,target_phone_sub,foil_word_index,foil_word_original,foil_word,foil_phone_sub,real_target_start,real_target_end,ref_target_start,ref_target_end,real_foil_start,real_foil_end,ref_foil_start,ref_foil_end,has_foil,align_ok,word_accuracy,utt_accuracy
R0088,096080007,09608,THE SAME LOOK OF CONFUSION IS ON HIS FACE,THE SAME LOOK OF CONFUSION IN ON HIS FACE,,5,IS,IN,Z->N@1,,,,,3.691,4.393,1.344,1.384,,,,,no,yes,3,4
R0089,096080010,09608,SO THIS WAS ALL OVER HIM,SO THIS WAS ODD OVER HIM,NO THIS WAS ALL OVER HIM,3,ALL,ODD,AO->AA@0;L->D@1,0,SO,NO,S->N@0,2.363,2.644,0.668,0.789,0.0,0.961,0.0,0.142,yes,yes,3,4
R0090,096080015,09608,SHE HAVE TO MAKE UP THINGS IF EVER,SHE HAVE TO MIKE UP THINGS IF EVER,SHE HAD TO MAKE UP THINGS IF EVER,3,MAKE,MIKE,EY->AY@1,1,HAVE,HAD,V->D@2,2.603,2.944,0.423,0.564,1.241,1.522,0.161,0.282,yes,yes,3,5
R0091,096080017,09608,SHE CLOSED HER EYES AND THOUGHT BACK,SHE CLOSED HER IS AND THOUGHT BACK,SHE CLOSED HER EYES END THOUGHT BACK,3,EYES,IS,AY->IH@0,4,AND,END,AE->EH@0,2.284,2.805,0.686,0.848,2.965,3.206,0.929,1.009,yes,yes,3,3
R0092,096080023,09608,I SUPPOSE IT IS BETTER THAT YOU SHOULD TELL ME,I SUPPOSE IT IS BETTER THAT YOU SHOULD DEN ME,I SUPPOSE IN IS BETTER THAT YOU SHOULD TELL ME,8,TELL,DEN,T->D@0;L->N@2,2,IT,IN,T->N@1,5.005,5.505,1.855,2.037,1.522,1.662,0.605,0.686,yes,yes,3,4
R0093,096080027,09608,YOU HAVE TO CHANGE WITH THEM OR BE LEFT BEHIND,YOU HAVE TO CHANGE WILL THEM OR BE LEFT BEHIND,YOU HAD TO CHANGE WITH THEM OR BE LEFT BEHIND,4,WITH,WILL,TH->L@2,1,HAVE,HAD,V->D@2,3.189,3.65,0.987,1.108,0.943,1.243,0.201,0.343,yes,yes,3,5
R0094,096090003,09609,THE GIRL THEN LOOKED AT HER HAND,THE GIRL TAKE LOOKED AT HER HAND,THE GIRL THEN LOOKED AT HE HAND,2,THEN,TAKE,DH->T@0;EH->EY@1;N->K@2,5,HER,HE,ER->IY@1,3.945,5.367,0.362,0.483,13.638,13.858,0.905,0.986,yes,yes,3,4
R0095,096090005,09609,WHAT WILL THEY DO IF SOMETHING HAPPENS TO ME,WHAT WILL THE DO IF SOMETHING HAPPENS TO ME,ONE WILL THEY DO IF SOMETHING HAPPENS TO ME,2,THEY,THE,EY->AH@1,0,WHAT,ONE,T->N@2,1.303,1.583,0.382,0.483,0.0,0.742,0.0,0.181,yes,yes,3,5
R0096,096090006,09609,WE HAVE THE BEST PEOPLE ON THIS,WE HAVE THE BEST PEOPLE ON THEN,,6,THIS,THEN,IH->EH@1;S->N@2,,,,,6.353,6.834,1.188,1.672,,,,,no,yes,3,3
R0097,096090011,09609,I COULD JUST BARELY SEE IT FROM HERE,I COULD JUST BARELY SEE IT FROM HE'S,,7,HERE,HE'S,IH->IY@1;AH->Z@2,,,,,9.472,11.074,1.896,2.299,,,,,no,yes,3,4
R0098,096090014,09609,I MADE HIM LOOK ME INTO THE EYES,I MADE HIM LOOK ME INTER THE EYES,,5,INTO,INTER,UW->ER@3,,,,,6.928,7.329,0.93,1.072,,,,,no,yes,5,5
R0099,096090019,09609,I WAS FOUND BY THEM WHEN I WAS A BABY,I WAS FOUND BY THEM WORSE I WAS A BABY,I WAS FOUND BE THEM WHEN I WAS A BABY,5,WHEN,WORSE,EH->ER@1;N->S@2,3,BY,BE,AY->IY@1,6.208,6.668,0.966,1.107,4.125,4.225,0.564,0.664,yes,yes,3,3
R0100,096090020,09609,BUT EVEN THAT IS PUTTING HER WILL FIRST,BUT EVEN THAT IS PUTTING HE WILL FIRST,BUT EVEN THAT IN PUTTING HER WILL FIRST,5,HER,HE,AH->IY@1,3,IS,IN,Z->N@1,5.632,7.115,0.983,1.063,3.748,4.229,0.562,0.642,yes,yes,3,4
R0101,096090021,09609,SO I WILL MAKE A BARGAIN WITH YOU,SO I WORD MAKE A BARGAIN WITH YOU,NO I WILL MAKE A BARGAIN WITH YOU,2,WILL,WORD,IH->ER@1;L->D@2,0,SO,NO,S->N@0,1.642,1.783,0.222,0.364,0.0,0.901,0.0,0.101,yes,yes,3,5
R0102,096090023,09609,I HAVE WATCHED YOU LONG ENOUGH TO KNOW THAT,I HAVE WATCHED YOU LOOK ENOUGH TO KNOW THAT,I HAD WATCHED YOU LONG ENOUGH TO KNOW THAT,4,LONG,LOOK,AH->UH@1;NG->K@2,1,HAVE,HAD,V->D@2,4.623,5.163,0.822,0.963,1.201,1.501,0.18,0.321,yes,yes,2,3
R0103,096090025,09609,BUT WHERE WAS SHE THAT SHE SEEMED SO ABSENT,BUT WHERE WAS SHE TAKE SHE SEEMED SO ABSENT,BUT WHERE WAS SHE THAT SHE SEEMED NO ABSENT,4,THAT,TAKE,DH->T@0;AE->EY@1;T->K@2,7,SO,NO,S->N@0,3.762,4.122,0.887,1.008,5.963,6.344,1.512,1.633,yes,yes,3,5
R0104,096090026,09609,HE WAS AT A BETTER PLACE,HIGH WAS AT A BETTER PLACE,,0,HE,HIGH,IY->AY@1,,,,,0.0,0.02,0.0,0.122,,,,,no,no,3,3
R0105,096090027,09609,SHE ACCEPTED IT AND PUT IT WITH HER THINGS,SHE ACCEPTED IT AND PUT IT WORTH HER THINGS,SHE ACCEPTED IT END PUT IT WITH HER THINGS,6,WITH,WORTH,IH->ER@1,3,AND,END,AE->EH@0,6.372,6.873,1.937,2.058,4.589,4.709,1.231,1.311,yes,yes,3,4
R0106,096100005,09610,SHOULD I KNOW HER AGAIN IF I SAW HER,COULD I KNOW HER AGAIN IF I SAW HER,SHOULD I KNOW HER AGAIN IN I SAW HER,0,SHOULD,COULD,SH->K@0,5,IF,IN,F->N@1,0.0,0.863,0.0,0.121,4.976,5.176,0.81,0.87,yes,yes,3,7
R0107,096100017,09610,THERE WAS NOTHING LEFT FOR ME,HAIR WAS NOTHING LEFT FOR ME,THERE WAS NOTHING LEFT FOR SEE,0,THERE,HAIR,DH->HH@0,5,ME,SEE,M->S@0,0.0,1.042,0.0,0.181,5.109,6.01,1.108,1.37,yes,yes,3,5
R0108,096100019,09610,IT WAS WHEN I WAS VERY YOUNG,IT WAS WIN I WAS VERY YOUNG,IT WAS WHEN I WAS VERY TONGUE,2,WHEN,WIN,EH->IH@1,6,YOUNG,TONGUE,Y->T@0,2.243,2.643,0.749,0.871,5.988,6.068,1.337,1.823,yes,yes,3,6
R0109,096110001,09611,THEY JUST WANTED TO MAKE SURE I WAS ALL RIGHT,HE JUST WANTED TO MAKE SURE I WAS ALL RIGHT,THEY JUST WANTED DO MAKE SURE I WAS ALL RIGHT,0,THEY,HE,DH->HH@0;EY->IY@1,3,TO,DO,T->D@0,0.0,0.623,0.0,0.141,1.507,1.808,0.727,0.827,yes,yes,3,4
R0110,096110002,09611,HE COULD SEE IT WISH HE COULD NOT,SHE COULD SEE IT WISH HE COULD NOT,HE COULD D IT WISH HE COULD NOT,0,HE,SHE,HH->SH@0,2,SEE,D,S->D@0,0.0,0.02,0.0,0.161,1.223,1.544,0.402,0.563,yes,no,3,5
R0111,096110005,09611,IT IS YOU WHO IS NO MATCH FOR ME,IT IS YOU WHO IS NA MATCH FOR ME,IT IS YOU TO IS NO MATCH FOR ME,5,NO,NA,OW->AA@1,3,WHO,TO,HH->T@0,3.183,3.323,1.144,1.245,2.362,2.663,0.903,0.984,yes,yes,3,5
R0112,096110012,09611,I BELIEVE WE SHOULD ALL COME WITH YOU,I BELIEVE WE SHOULD ALL COME WILL YOU,I BELIEVE WE SHOULD OR COME WITH YOU,6,WITH,WILL,TH->L@2,4,ALL,OR,L->R@1,4.089,4.35,1.268,1.368,3.187,3.328,0.865,0.986,yes,yes,3,4
R0113,096110014,09611,I HAD TO TURN MYSELF AROUND AND GO BACK,I HAVE TO TURN MYSELF AROUND AND GO BACK,I HAD TO TURN MYSELF AROUND AND SO BACK,1,HAD,HAVE,D->V@2,7,GO,SO,G->S@0,0.742,0.922,0.222,0.343,3.628,3.788,1.734,1.835,yes,yes,3,6
R0114,096110015,09611,I TURNED TO LOOK BEHIND ME AND SAW NOTHING,I TURNED TO LOOK BEHIND ME AND SEE NOTHING,I TURNED TO LOOK BEHIND ME END SAW NOTHING,7,SAW,SEE,AO->IY@1,6,AND,END,AE->EH@0,4.346,4.606,1.489,1.67,3.325,3.505,1.368,1.448,yes,yes,3,7
R0115,096110016,09611,IT WAS THE JAPANESE MAN FROM THE OTHER NIGHT,IT HAS THE JAPANESE MAN FROM THE OTHER NIGHT,IN WAS THE JAPANESE MAN FROM THE OTHER NIGHT,1,WAS,HAS,W->HH@0;AH->AE@1,0,IT,IN,T->N@1,0.481,0.681,0.505,0.646,0.0,0.02,0.0,0.202,yes,no,3,5
R0116,096110017,09611,HE SEEMED MADE TO LIVE WITH NO ONE BUT HIMSELF,HE SEEMED MAKE TO LIVE WITH NO ONE BUT HIMSELF,HE SEEMED MADE TO LIVE WITH NO WHAT BUT HIMSELF,2,MADE,MAKE,D->K@2,7,ONE,WHAT,N->T@2,1.362,1.623,0.521,0.641,4.507,4.587,1.564,1.744,yes,yes,3,3
R0117,096110019,09611,WHY WOULD SHE WANT HIM IN THE FIRST PLACE,WHY WOULD SEE WANT HIM IN THE FIRST PLACE,WHY WOULD SHE WANT HIM IT THE FIRST PLACE,2,SHE,SEE,SH->S@0,5,IN,IT,N->T@1,1.862,2.103,0.423,0.504,3.084,3.344,0.926,0.967,yes,yes,3,5
R0118,096110021,09611,BUT THAN THERE WAS STILL HER FATHER,BUT THAN THERE WAS STILL HE FATHER,BUT THAN THERE ONE STILL HER FATHER,5,HER,HE,AH->IY@1,3,WAS,ONE,Z->N@2,3.013,3.776,0.764,0.865,1.988,2.31,0.382,0.442,yes,yes,3,3
R0119,096110022,09611,WHAT ELSE IS THERE TO DO HERE,WHAT ELSE IT THERE TO DO HERE,ONE ELSE IS THERE TO DO HERE,2,IS,IT,Z->T@1,0,WHAT,ONE,T->N@2,1.287,1.367,0.487,0.568,0.0,0.724,0.0,0.142,yes,yes,3,4
R0120,096120003,09612,THERE WAS REALLY NO WINNING WITH HER WAS THERE,THERE WAS REALLY NO WINNING WITH SHE WAS THERE,THERE WAS REALLY NO WINNING WITH HER ONE THERE,6,HER,SHE,HH->SH@0;ER->IY@1,7,WAS,ONE,Z->N@2,5.249,5.609,1.192,1.272,6.15,6.37,1.333,1.454,yes,yes,2,5
R0121,096120005,09612,HE HAD THOUGHT THEY WOULD NEVER COME BACK,SHE HAD THOUGHT THEY WOULD NEVER COME BACK,HE HAD THOUGHT THE WOULD NEVER COME BACK,0,HE,SHE,HH->SH@0,3,THEY,THE,EY->AH@1,0.0,0.901,0.0,0.121,2.162,2.743,0.585,0.686,yes,yes,3,4
R0122,096120006,09612,BUT WHAT TRICK DO YOU HAVE FOR US NOW,BUT WHAT TRICK DO YOU HAD FOR US NOW,BUT WHAT TRICK DO YOU HAVE LAW US NOW,5,HAVE,HAD,V->D@2,6,FOR,LAW,F->L@0,2.751,3.072,1.046,1.167,3.334,3.936,1.207,1.288,yes,yes,3,5
R0123,096120009,09612,IF SHE WANTED TO SHE COULD BE VERY POPULAR,IF HE WANTED TO SHE COULD BE VERY POPULAR,IN SHE WANTED TO SHE COULD BE VERY POPULAR,1,SHE,HE,SH->HH@0,0,IF,IN,F->N@1,0.742,1.023,0.201,0.302,0.0,0.642,0.0,0.161,yes,yes,3,7
R0124,096120010,09612,THEY HAD TO LET GO,THEY HAVE TO LET GO,THEY HAD TO LOT GO,1,HAD,HAVE,D->V@2,3,LET,LOT,EH->AA@1,0.922,1.243,0.163,0.264,1.764,2.065,0.406,0.528,yes,yes,3,3
R0125,096120011,09612,BUT WE LOOKED LIKE THAT A LONG LONG TIME AGO,BUT V LOOKED LIKE THAT A LONG LONG TIME AGO,BUT WE LOOKED LIKE THAN A LONG LONG TIME AGO,1,WE,V,W->V@0,4,THAT,THAN,T->N@2,1.022,1.202,0.221,0.301,2.043,2.444,0.823,0.944,yes,yes,3,7
R0126,096120012,09612,HE TURNED AROUND AND WALKED AWAY TO THE PLATFORM,SHE TURNED AROUND AND WALKED AWAY TO THE PLATFORM,HE TURNED AROUND END WALKED AWAY TO THE PLATFORM,0,HE,SHE,HH->SH@0,3,AND,END,AE->EH@0,0.0,0.02,0.0,0.141,2.367,2.547,0.787,0.847,yes,no,3,5
R0127,096120015,09612,HE SHOULD BE ABLE TO SEE IT FROM HERE,HE SHOULD BE ABLE TO SA IT FROM HERE,HE SHOULD BE ABLE TO SEE IN FROM HERE,5,SEE,SA,IY->AA@1,6,IT,IN,T->N@1,2.531,2.952,1.064,1.244,3.033,3.294,1.325,1.425,yes,yes,3,6
R0128,096120016,09612,HE WAS STILL AT HOME,SHE WAS STILL AT HOME,HE WAS STILL IT HOME,0,HE,SHE,HH->SH@0,3,AT,IT,AE->IH@0,0.0,0.887,0.0,0.102,1.934,2.035,0.53,0.57,yes,yes,3,3
R0129,096120017,09612,HE ASKED HER ONE DAY,HE ASKED SHE ONE DAY,HE ASKED HER WHAT DAY,2,HER,SHE,HH->SH@0;AH->IY@1,3,ONE,WHAT,N->T@2,1.506,1.787,0.563,0.663,2.429,2.55,0.764,0.864,yes,yes,3,4
R0130,096120018,09612,SHE HAD NOTHING BETTER TO DO THAT NIGHT,SHE HAVE NOTHING BETTER TO DO THAT NIGHT,SHE HAD NOTHING BETTER TO DO THAT NOT,1,HAD,HAVE,D->V@2,7,NIGHT,NOT,AY->AA@1,0.963,1.164,0.121,0.222,3.974,4.777,1.35,1.753,yes,yes,3,7
R0131,096120019,09612,HE WAS FACE TO FACE WITH THE GIRL,SHE WAS FACE TO FACE WITH THE GIRL,HE WAS FACE TO FACE WILL THE GIRL,0,HE,SHE,HH->SH@0,5,WITH,WILL,DH->L@2,0.0,0.864,0.0,0.101,2.832,3.696,0.991,1.112,yes,yes,3,6
R0132,096120020,09612,BUT THAT IS AT AN END,BUT THIS IS AT AN END,BUT THAT IS IT AN END,1,THAT,THIS,AE->IH@1;T->S@2,3,AT,IT,AE->IH@0,0.06,0.782,0.163,0.284,1.805,1.885,0.488,0.549,yes,yes,3,4
R0133,096130007,09613,THERE IS NO PLACE FOR ME IN HIS HEART,THERE IS NA PLACE FOR ME IN HIS HEART,THERE IN NO PLACE FOR ME IN HIS HEART,2,NO,NA,OW->AA@1,1,IS,IN,Z->N@1,1.125,1.205,0.323,0.443,0.904,1.065,0.222,0.282,yes,yes,3,4
R0134,096130011,09613,I JUST NEED TO GO THERE,I JUST NEED TO GO HAIR,I JUST NEED TO SO THERE,5,THERE,HAIR,DH->HH@0,4,GO,SO,G->S@0,3.829,3.929,0.925,1.347,2.506,2.726,0.764,0.864,yes,yes,3,5
R0135,096140002,09614,I NEVER THOUGHT YOU WOULD BE ONE FOR THE SUBURBS,I NEVER TOUCH YOU WOULD BE ONE FOR THE SUBURBS,I NEVER THOUGHT YOU WOULD BE WHAT FOR THE SUBURBS,2,THOUGHT,TOUCH,TH->T@0;AO->AH@1;T->CH@2,6,ONE,WHAT,N->T@2,1.225,1.486,0.482,0.682,3.494,3.614,1.264,1.364,yes,yes,3,3
R0136,096140016,09614,THAT WAS THE FIRST THING ABOUT HER THAT ATTRACTED ME,THAT WAS THE FIRST THING ABOUT HE THAT ATTRACTED ME,THAN WAS THE FIRST THING ABOUT HER THAT ATTRACTED ME,6,HER,HE,AH->IY@1,0,THAT,THAN,T->N@2,4.802,5.123,1.384,1.485,0.0,0.8,0.0,0.181,yes,yes,3,4
R0137,096150012,09615,THERE WAS ONCE AGAIN SILENCE SO I LET IT BE,THERE WAS ONCE AGAIN SILENCE SO I LIT IT BE,THERE WAS ONCE AGAIN SILENCE SO I LET IN BE,7,LET,LIT,EH->IH@1,8,IT,IN,T->N@1,9.548,9.988,1.527,1.668,10.889,11.269,1.708,1.848,yes,yes,3,4
R0138,096150026,09615,I ACTUALLY OPENED MY EYES AND SAW WHERE I WAS,I ACTUALLY OPENED MY EYES AND SEE WHERE I WAS,I ACTUALLY OPENED ME EYES AND SAW WHERE I WAS,6,SAW,SEE,AO->IY@1,3,MY,ME,AY->IY@1,11.23,11.61,1.768,1.929,5.525,5.725,1.105,1.205,yes,yes,3,4
R0139,096150027,09615,HE WAS EVER THE SAME TO ME,HE WAS EVER THE SAM TO ME,HE WAS EVER THE SAME TO SEE,4,SAME,SAM,EY->AE@1,6,ME,SEE,M->S@0,3.491,4.394,0.589,0.792,6.501,6.521,1.036,1.3,yes,no,3,6
R0140,096150028,09615,SHE MUST BE COMING FOR ME AGAIN,HE MUST BE COMING FOR ME AGAIN,SHE MUST SEE COMING FOR ME AGAIN,0,SHE,HE,SH->HH@0,2,BE,SEE,B->S@0,0.0,0.962,0.0,0.081,2.444,2.905,0.364,0.445,yes,yes,3,5
R0141,096160001,09616,HE LOOKED UP AND SAW A MAN,HER LOOKED UP AND SAW A MAN,HE LOOKED UP AND SAW A CAN,0,HE,HER,IY->ER@1,6,MAN,CAN,M->K@0,0.0,0.02,0.0,0.121,14.179,15.16,1.434,1.474,yes,no,3,4
R0142,096160006,09616,THERE WERE OTHER PEOPLE IN THE CARRIAGE WITH THEM,THERE WERE OTHER PEOPLE IN THE CARRIAGE WORTH THEM,THERE WERE OTHER PEOPLE IT THE CARRIAGE WITH THEM,7,WITH,WORTH,IH->ER@1,4,IN,IT,N->T@1,6.897,7.739,1.451,1.692,3.268,3.428,0.866,0.927,yes,yes,3,3
R0143,096160008,09616,I DROPPED MY HAND AND PUT IT ON MY SIDE,I DROPPED MY HAND AND PUT IT AN MY SIDE,I DROPPED MY HAND AND PUT IN ON MY SIDE,7,ON,AN,AH->AE@0,6,IT,IN,T->N@1,5.424,5.745,1.737,1.798,4.904,5.004,1.353,1.434,yes,yes,3,5
R0144,096160016,09616,I SHOULD HAVE THOUGHT IT THROUGH,I SHOWED HAVE THOUGHT IT THROUGH,I SHOULD HAD THOUGHT IT THROUGH,1,SHOULD,SHOWED,UH->OW@1,2,HAVE,HAD,V->D@2,1.042,1.903,0.243,0.406,2.284,2.685,0.446,0.527,yes,yes,3,4
R0145,096160020,09616,HE STARTED TO ASK IF I WAS ALL RIGHT,HE STARTED TO ASK IF I WAS ALL RATE,HE STARTED TO ASK IN I WAS ALL RIGHT,8,RIGHT,RATE,AY->EY@1,4,IF,IN,F->N@1,6.372,7.434,1.611,1.974,3.487,4.288,1.047,1.108,yes,yes,3,5
R0146,096170003,09617,HE LOOKED HERE AND THERE,HER LOOKED HERE AND THERE,HE LOOKED HERE AND THEN,0,HE,HER,IY->ER@1,4,THERE,THEN,R->N@2,0.0,0.02,0.0,0.141,2.93,3.01,0.704,1.126,yes,no,3,5
R0147,096170004,09617,YOU MAY NOT BE WHO YOU THINK YOU ARE,YOU MY NOT BE WHO YOU THINK YOU ARE,TO MAY NOT BE WHO YOU THINK YOU ARE,1,MAY,MY,EY->AY@1,0,YOU,TO,Y->T@0,0.803,1.064,0.182,0.282,0.0,0.662,0.0,0.141,yes,yes,3,7
R0148,096170006,09617,BUT NOW FOR THE FIRST TIME SOMETHING HAD MESSED UP,BUT NOW FOR THE FIRST TIME SOMETHING HAD MISSED UP,BUT NOW FOR THE FIRST TIME SOMETHING HAD MESSED US,8,MESSED,MISSED,EH->IH@1,9,UP,US,P->S@1,4.455,4.796,1.755,1.977,5.86,5.88,2.36,2.38,yes,no,5,7
R0149,096170015,09617,HE TURNED AND ASKED THEM,HER TURNED AND ASKED THEM,HE TURNED END ASKED THEM,0,HE,HER,IY->ER@1,2,AND,END,AE->EH@0,0.0,0.02,0.0,0.142,1.444,1.564,0.546,0.627,yes,no,3,4
R0150,096170021,09617,SO THAT IS WHAT I WANT TO BE CALLED,SO THAT IS WHAT I WANT TO BE COLD,NO THAT IS WHAT I WANT TO BE CALLED,8,CALLED,COLD,AO->OW@1,0,SO,NO,S->N@0,4.196,4.337,1.205,1.707,0.0,0.643,0.0,0.12,yes,yes,5,7
R0151,096170023,09617,I LEFT THIS PLACE BECAUSE OF HIM,I LIFT THIS PLACE BECAUSE OF HIM,I LEFT THUS PLACE BECAUSE OF HIM,1,LEFT,LIFT,EH->IH@1,2,THIS,THUS,IH->AH@1,0.482,0.964,0.182,0.384,1.004,1.105,0.425,0.587,yes,yes,5,6
R0152,096170024,09617,NOW SHE HAD TO DO THE SAME,NOW SHE HEARD TO DO THE SAME,NOW SHE HAD TO DO CA SAME,2,HAD,HEARD,AE->ER@1,5,THE,CA,DH->K@0,1.684,1.884,0.444,0.545,2.505,2.786,0.788,0.869,yes,yes,3,4
R0153,096180001,09618,AND SHE WAS INTIMATE WITH HIM AS AT FIRST,AND SHE WAS INTIMATE WITH HIS AS AT FIRST,END SHE WAS INTIMATE WITH HIM AS AT FIRST,5,HIM,HIS,M->Z@2,0,AND,END,AE->EH@0,3.589,3.749,1.063,1.204,0.0,0.662,0.0,0.161,yes,yes,3,5
R0154,096180016,09618,BUT NOT VERY LONG WAS SHE LEFT IN DOUBT,BUT NOT VERY LONG WAS SHE LIFT IN DOUBT,BUT NOT VERY LONG WAS SHE LEFT IT DOUBT,6,LEFT,LIFT,EH->IH@1,7,IN,IT,N->T@1,3.127,3.548,1.291,1.493,3.849,3.969,1.554,1.594,yes,yes,5,3
R0155,096180020,09618,AND THEN THERE WAS AN END OF IT,AND THEN THERE WAYS AN END OF IT,AND THEN THERE WAS AN AND OF IT,3,WAS,WAYS,AH->EY@1,5,END,AND,EH->AH@0,1.744,2.345,0.527,0.608,4.69,4.91,0.75,0.852,yes,yes,3,7
R0156,096180021,09618,I ASKED NOT EVEN LOOKING UP AT HIM,I ASKED NOT EVEN LOOKING UP IT HIM,I ASKED NOT EVEN LOOKING US AT HIM,6,AT,IT,AE->IH@0,5,UP,US,P->S@1,3.952,4.153,1.585,1.625,3.772,3.892,1.425,1.525,yes,yes,3,7
R0157,096190016,09619,HE ASKED AS HE PUT HIS ARM AROUND HER,HE ASKED AS HE PETE HIS ARM AROUND HER,HE ASKED IS HE PUT HIS ARM AROUND HER,4,PUT,PETE,UH->IY@1,2,AS,IS,AE->IH@0,3.145,3.305,0.886,1.007,0.941,1.322,0.665,0.725,yes,yes,3,5
R0158,096190021,09619,I NEED TO MAKE IT,I NEED TO MADE IT,I SEED TO MAKE IT,3,MAKE,MADE,K->D@2,1,NEED,SEED,N->S@0,2.693,2.954,0.544,1.067,0.844,1.246,0.201,0.403,yes,yes,3,7
R0159,096220010,09622,BUT IT CAN DO SO MUCH MORE THAN THAT,BIT IT CAN DO SO MUCH MORE THAN THAT,BUT IN CAN DO SO MUCH MORE THAN THAT,0,BUT,BIT,AH->IH@1,1,IT,IN,T->N@1,0.0,0.04,0.0,0.121,0.601,0.762,0.202,0.263,yes,no,3,6
R0160,096220012,09622,HE CLOSED HIS EYES AS HE WALKED,HE CLOSED HIS E.'S AS HE WALKED,HE CLOSED HIS EYES IS HE WALKED,3,EYES,E.'S,AY->IY@0,4,AS,IS,AE->IH@0,6.268,6.649,0.71,0.953,7.27,7.51,1.055,1.116,yes,yes,3,3
R0161,096220013,09622,I ASKED IF THEY WERE IN A FIGHT OR SOMETHING,I ASKED IF THEY WERE IN A FIT OR SOMETHING,I ASKED IF THE WERE IN A FIGHT OR SOMETHING,7,FIGHT,FIT,AY->IH@1,3,THEY,THE,EY->AH@1,5.092,5.734,1.047,1.249,3.809,4.05,0.644,0.745,yes,yes,3,4
R0162,096220015,09622,HE PUT HER DOWN AND PATTED HER ON THE HEAD,HE PUT HER DONE AND PATTED HER ON THE HEAD,HE PUT HER DOWN AND PATTED HER IN THE HEAD,3,DOWN,DONE,AW->AH@1,7,ON,IN,AH->IH@0,3.145,3.445,0.463,0.665,6.59,6.69,1.451,1.511,yes,yes,3,3
R0163,096220016,09622,WE WOULD HAVE TO FIND SOME WAY OF HIDING IT,WE WOULD HAVE TO FIND SAME WAY OF HIDING IT,WE WOULD HAVE TO FIND SOME WAY OF HIDING IN,5,SOME,SAME,AH->EY@1,9,IT,IN,T->N@1,4.469,5.211,0.929,1.111,9.239,9.259,2.383,2.403,yes,no,3,4
R0164,096220019,09622,BUT LOOK AT YOU TWO,BIT LOOK AT YOU TWO,BUT LOOK IT YOU TWO,0,BUT,BIT,AH->IH@1,2,AT,IT,AE->IH@0,0.0,0.04,0.0,0.141,1.846,2.207,0.442,0.503,yes,no,3,4
R0165,096220020,09622,WHAT WAS HE LIKE IN PERSON,WAIT WAS HE LIKE IN PERSON,WHAT WAS HE LIKE IT PERSON,0,WHAT,WAIT,AH->EY@1,4,IN,IT,N->T@1,0.0,0.741,0.0,0.162,3.465,3.805,0.689,0.75,yes,yes,3,5
R0166,096230001,09623,HE LOOKED AT ME AND SMILED AND I SMILED BACK,HE LOOKED AT MY AND SMILED AND I SMILED BACK,HE LOOKED IT ME AND SMILED AND I SMILED BACK,3,ME,MY,IY->AY@1,2,AT,IT,AE->IH@0,3.927,4.107,0.583,0.684,2.204,3.146,0.462,0.503,yes,yes,3,4
R0167,096230005,09623,THIS WAS WHERE SHE HAD LEFT THEM,THIS WAS WHERE SHE HAD LIFT THEM,THIS WAS WHEN SHE HAD LEFT THEM,5,LEFT,LIFT,EH->IH@1,2,WHERE,WHEN,R->N@2,4.955,5.376,1.108,1.39,2.487,3.611,0.443,0.665,yes,yes,5,6
R0168,096230009,09623,I COULD NOW SEE INTO HIS FACE,I COULD NO SEE INTO HIS FACE,I COULD NOW SEE INTO HAS FACE,2,NOW,NO,AW->OW@1,5,HIS,HAS,IH->AE@1,1.806,2.588,0.384,0.485,6.261,6.842,1.212,1.333,yes,yes,3,5
R0169,096230012,09623,I LOOK DOWN AND KNOW THE MAN IS DEAD,I LOCK DOWN AND KNOW THE MAN IS DEAD,I LOOK DOWN AND KNOW THE MAN IS SAID,1,LOOK,LOCK,UH->AA@1,8,DEAD,SAID,D->S@0,0.682,1.183,0.18,0.341,6.014,6.074,1.584,1.985,yes,yes,3,5
R0170,096230013,09623,HOW LONG WAS HE GOING TO BE HERE,HO LONG WAS HE GOING TO BE HERE,HOW LONG WAS HE GOING TO SEE HERE,0,HOW,HO,AW->OW@1,6,BE,SEE,B->S@0,0.0,0.641,0.0,0.121,4.93,5.191,1.049,1.109,yes,yes,3,3
R0171,096230015,09623,THEN SHE TURNED TO ALL OF US,THEN HE TURNED TO ALL OF US,THEN SHE LEARNED TO ALL OF US,1,SHE,HE,SH->HH@0,2,TURNED,LEARNED,T->L@0,1.364,1.745,0.263,0.364,1.886,2.768,0.425,0.648,yes,yes,3,5
R0172,096230016,09623,THAT WOULD MEAN THEY WOULD HAVE TO TAKE IT OVER,THAT WOULD MAN THEY WOULD HAVE TO TAKE IT OVER,THAT WOULD MEAN THE WOULD HAVE TO TAKE IT OVER,2,MEAN,MAN,IY->AE@1,3,THEY,THE,EY->AH@1,2.963,3.664,0.485,0.687,3.764,4.185,0.747,0.848,yes,yes,3,3
R0173,096230017,09623,I WAS TIRED AND HAD OTHER THINGS ON MY MIND,ER WAS TIRED AND HAD OTHER THINGS ON MY MIND,I WAS TIRED AND HAD OTHER THINGS ON ME MIND,0,I,ER,AY->ER@0,8,MY,ME,AY->IY@1,,,0.0,0.121,7.553,8.574,1.678,1.759,yes,no,3,4
