stim_id,utt_id,canonical_text,substituted_text,word_index,original_word,substituted_word,rule,phone_index,clean_word_start,clean_word_end,sub_word_start,sub_word_end,dist_made,distortion_type,dist_word_start,dist_word_end
B0128,030210123,IS THIS WELL DONE,IS THIS WELL DAN,3,DONE,DAN,AH->AE,1,0.691,1.219,0.703,1.266,yes,stretch_1.6x,0.691,1.528
B0129,051950075,I SHALL GO AND LOOK FOR SOME MONEY,I SHALL GO AND LOOK FOR SAM MONEY,6,SOME,SAM,AH->AE,1,1.25,1.371,1.295,1.497,yes,stretch_1.6x,1.25,1.428
B0130,054240138,BUT YOU MUST HAVE SOMETHING TO EAT,BIT YOU MUST HAVE SOMETHING TO EAT,0,BUT,BIT,AH->IH,1,0.0,0.142,0.0,0.183,yes,stretch_1.6x,0.0,0.219
B0131,030200019,THE WITH YOU TAKE A DRINK,THE WITH YOU TAKE A DRUNK,5,DRINK,DRUNK,IH->AH,2,0.624,0.987,0.626,1.01,yes,stretch_1.6x,0.624,1.197
B0132,096040007,SOON YOU WILL HAVE TO GO OUT ON YOUR OWN,SOON YOU WELL HAVE TO GO OUT ON YOUR OWN,2,WILL,WELL,IH->EH,1,0.321,0.442,0.323,0.485,yes,stretch_2.0x,0.321,0.547
B0133,003060087,IT WAS THEY ONLY HIT OF THEY CONTEST,IT WAS THEY ONLY HURT OF THEY CONTEST,4,HIT,HURT,IH->ER,1,1.051,1.253,1.044,1.285,yes,stretch_1.6x,1.051,1.358
B0134,001450037,FOUR THREE THREE EIGHT,FOUR TREE THREE EIGHT,1,THREE,TREE,TH->T,0,0.243,0.446,0.263,0.466,yes,stretch_2.0x,0.243,0.633
B0135,029170149,BUT DO YOU HAVE IT IN BLACK,BUT DO YOU HAVE IT IN BLOCK,6,BLACK,BLOCK,AE->AA,2,1.109,1.533,1.067,1.509,yes,stretch_2.0x,1.109,1.948
B0136,090880145,IT WAS AS STILL AS DEATH,IT WAS AS STILL AS DEBT,5,DEATH,DEBT,TH->T,2,1.267,1.73,1.138,1.544,yes,stretch_2.0x,1.267,2.185
B0137,010440012,ANDY RAN AWAY FROM THE SQUID,ANDY RUN AWAY FROM THE SQUID,1,RAN,RUN,AE->AH,1,0.383,0.565,0.404,0.545,yes,stretch_2.0x,0.383,0.731
B0138,096300008,SO WHAT THEN WERE WE TO DO,SO WET THEN WERE WE TO DO,1,WHAT,WET,AH->EH,1,0.363,0.545,0.162,0.304,yes,stretch_2.0x,0.363,0.711
B0139,038370105,TAKE IT AND GO,TAKE IT OWNED GO,2,AND,OWNED,AH->OW,0,0.71,0.791,0.566,0.809,yes,stretch_1.6x,0.71,0.824
B0140,096120010,THEY HAD TO LET GO,THE HAD TO LET GO,0,THEY,THE,EY->AH,1,0.0,0.142,0.0,0.101,yes,stretch_1.6x,0.0,0.219
B0141,061210031,NOW IT CAME TO ME,NOW IT COME TO ME,2,CAME,COME,EY->AH,1,0.643,0.844,0.607,0.768,yes,stretch_1.6x,0.643,0.949
B0142,000750106,LAYLA CAN SEE THE BUS,LAYLA CAN SEE THE BOSS,4,BUS,BOSS,AH->AA,1,0.911,1.416,0.925,1.428,yes,stretch_1.6x,0.911,1.711
B0143,095580056,THERE ARE NONE SUCH IN THIS PARTY,THERE ARE KNOWN SUCH IN THIS PARTY,2,NONE,KNOWN,AH->OW,1,0.342,0.483,0.302,0.462,yes,stretch_2.0x,0.342,0.608
B0144,026210123,JUST WONDERING WHAT TO DO WITH THE CAT,JUST WONDERING WHAT TO DO WITH THE CAUGHT,7,CAT,CAUGHT,AE->AA,1,1.72,2.125,1.725,2.206,yes,stretch_1.6x,1.72,2.359
B0145,096000008,HE WAS THERE WHEN HIS BEST FRIEND ASKED HER OUT,HE WAS THERE WHEN HIS BASED FRIEND ASKED HER OUT,5,BEST,BASED,EH->EY,1,0.905,1.127,0.948,1.21,yes,stretch_2.0x,0.905,1.333
B0146,000030145,BILLY LIVED IN NEW YORK,BILLY LOVED IN NEW YORK,1,LIVED,LOVED,IH->AH,1,0.342,0.664,0.344,0.668,yes,stretch_1.6x,0.342,0.841
B0147,096350021,BUT THEN I THOUGHT THERE WAS LITTLE NEED,BUT THEN I TAUGHT THERE WAS LITTLE NEED,3,THOUGHT,TAUGHT,TH->T,0,0.382,0.563,0.366,0.549,yes,stretch_1.6x,0.382,0.656
B0148,012920073,THAT WAS MONEY FOR CHRISTMAS GIFTS,THAT WAS MANY FOR CHRISTMAS GIFTS,2,MONEY,MANY,AH->EH,1,0.422,0.623,0.423,0.605,yes,stretch_1.6x,0.422,0.728
B0149,034230063,AND THERE WERE THREE DAYS LIKE THIS,AND THERE WERE THREE DOES LIKE THIS,4,DAYS,DOES,EY->AH,1,0.648,0.911,0.588,0.791,yes,stretch_1.6x,0.648,1.053
B0150,014390009,DAVID RAN AWAY FROM THE CAT,DAVID RAIN AWAY FROM THE CAT,1,RAN,RAIN,AE->EY,1,0.383,0.564,0.384,0.586,yes,stretch_2.0x,0.383,0.729
B0151,096310012,I THOUGHT MY LIFE WAS ABOUT TO END,I THOUGHT MY LIFE WAS ABOUT TO AND,7,END,AND,EH->AH,0,1.557,1.881,1.572,1.834,yes,stretch_2.0x,1.557,2.197
B0152,096000007,HE MADE NO MOVE IT WOULD COME WHAT WOULD COME,HE MADE NO MOVE IT WOULD CALM WHAT WOULD COME,6,COME,CALM,AH->AA,1,1.467,1.628,1.423,1.683,yes,stretch_2.0x,1.467,1.773
B0153,065040049,YOU MUST DECIDE FOR YOURSELF,YOU MOST DECIDE FOR YOURSELF,1,MUST,MOST,AH->OW,1,0.162,0.323,0.201,0.362,yes,stretch_1.6x,0.162,0.404
B0154,022080116,NOT THE SAME BUT IT IS DELICIOUS,NOT THE SAME BOUGHT IT IS DELICIOUS,3,BUT,BOUGHT,AH->AA,1,0.728,0.809,0.687,0.889,yes,stretch_1.6x,0.728,0.842
B0155,054240094,LOOK AT MY FACE,LOCK AT MY FACE,0,LOOK,LOCK,UH->AA,1,0.0,0.243,0.0,0.263,yes,stretch_1.6x,0.0,0.381
B0156,010390189,CARS HAVE COME A LONG WAY TOO,CARS HAVE KIM A LONG WAY TOO,2,COME,KIM,AH->IH,1,0.505,0.667,0.526,0.708,yes,stretch_1.6x,0.505,0.748
B0157,005630291,I WOULD LIKE TO SPEND SOME MONEY ON YOUR SITE,I WOULD LIKE TO SPEND SOME MANY ON YOUR SITE,6,MONEY,MANY,AH->EH,1,1.133,1.336,1.133,1.315,yes,stretch_2.0x,1.133,1.523
B0158,015030041,TWO TWO NINE FOUR,DUE TWO NINE FOUR,0,TWO,DUE,T->D,0,0.0,0.101,0.0,0.142,yes,stretch_2.0x,0.0,0.194
B0159,096460005,HIS FATHER HAZARDED ONE GUESS,HIS FATHER HAZARDED WIN GUESS,3,ONE,WIN,AH->IH,1,1.089,1.25,1.053,1.256,yes,stretch_1.6x,1.089,1.331
B0160,010300153,REALITY IS THE LEADING CAUSE OF STRESS,REALITY IS THE LEAVING CAUSE OF STRESS,3,LEADING,LEAVING,D->V,2,0.843,1.125,0.864,1.084,yes,stretch_1.6x,0.843,1.278
B0161,001570316,HE WATCHES A FAIR AMOUNT OF TELEVISION,HE WATCHES A FEAR AMOUNT OF TELEVISION,3,FAIR,FEAR,EH->IH,1,0.662,0.862,0.687,0.869,yes,stretch_2.0x,0.662,1.046
B0162,080630038,SOME SEEMED TO STAY HIS HAND,SAM SEEMED TO STAY HIS HAND,0,SOME,SAM,AH->AE,1,0.0,0.182,0.0,0.242,yes,stretch_1.6x,0.0,0.283
B0163,005670189,I SEE YOU WHEN YOU GET THERE,I SEE YOU WIN YOU GET THERE,3,WHEN,WIN,EH->IH,1,0.627,0.749,0.508,0.61,yes,stretch_2.0x,0.627,0.855
B0164,096470015,THE FIRST MAY BE THUS EXPLAINED,THE FIRST MAY BE THIS EXPLAINED,4,THUS,THIS,AH->IH,1,0.726,0.888,0.704,0.845,yes,stretch_2.0x,0.726,1.034
B0165,014650032,SIX SEVEN EIGHT NINE,SIX SEVEN AID NINE,2,EIGHT,AID,T->D,1,0.465,0.607,0.503,0.624,yes,stretch_1.6x,0.465,0.676
B0166,020310133,JUST WANT TO BE LEFT ALONE TO MY THOUGHTS,JUST WANT TO BE LIFT ALONE TO MY THOUGHTS,4,LEFT,LIFT,EH->IH,1,0.727,0.889,0.724,0.906,yes,stretch_1.6x,0.727,0.97
B0167,020270020,JAYME WENT TO SEE CAT,JAYME WENT TO SEE CUT,4,CAT,CUT,AE->AH,1,0.884,1.347,0.947,1.37,yes,stretch_1.6x,0.884,1.616
B0168,000240060,PLUS THE KIDS REALLY LIKE THE DOGS,PLUS THO KIDS REALLY LIKE THE DOGS,1,THE,THO,AH->OW,1,0.403,0.463,0.445,0.586,yes,stretch_2.0x,0.403,0.507
B0169,025380004,THERE WERE HATS BUTTONS AND RED WHITE AND BLUE BALLOONS,THERE WERE HATS BUTTONS AND RID WHITE AND BLUE BALLOONS,5,RED,RID,EH->IH,1,1.169,1.371,1.168,1.349,yes,stretch_2.0x,1.169,1.557
B0170,060990093,YOU KNOW WHAT THAT WILL MEAN,YOU NAH WHAT THAT WILL MEAN,1,KNOW,NAH,OW->AA,1,0.204,0.346,0.241,0.382,yes,stretch_2.0x,0.204,0.472
B0171,012930008,NO ONE WAS HURT IN THE EXPLOSION,NO ONE WAS SHIRT IN THE EXPLOSION,3,HURT,SHIRT,HH->SH,0,0.684,0.885,0.667,0.949,yes,stretch_1.6x,0.684,0.99
B0172,010500089,LAYLA HAS A BEAUTIFUL HAT,LAYLA HAS A BEAUTIFUL HOT,4,HAT,HOT,AE->AA,1,1.105,1.567,1.093,1.579,yes,stretch_1.6x,1.105,1.836
B0173,024480188,HOPING THAT THEY ARE DOING THE SAME WITH THIS ONE,HOPING THAT THEY ARE DOING THE SAME WITH THUS ONE,8,THIS,THUS,IH->AH,1,1.455,1.576,1.433,1.594,yes,stretch_1.6x,1.455,1.633
B0174,095530049,BUT AT DINNER THERE WERE PLANS TO BE MADE,BET AT DINNER THERE WERE PLANS TO BE MADE,0,BUT,BET,AH->EH,1,0.0,0.121,0.0,0.181,yes,stretch_2.0x,0.0,0.234
B0175,030020162,THEY LOVED HER AND SHE LOVED THEM,THEY LIVED HER AND SHE LOVED THEM,1,LOVED,LIVED,AH->IH,1,0.223,0.445,0.222,0.444,yes,stretch_1.6x,0.223,0.562
B0176,010290361,BUT THE WORK WAS VERY HARD AND HOT,BUT THE WORK WAS VERY HARD AND SHOT,7,HOT,SHOT,HH->SH,0,1.364,1.846,1.337,1.823,yes,stretch_2.0x,1.364,2.32
B0177,061210068,I TOOK MY HEAD IN MY HANDS AND THOUGHT,I TOOK MY HEAD IN MY HANDS AND TAUGHT,8,THOUGHT,TAUGHT,TH->T,0,1.47,1.974,1.438,1.904,yes,stretch_2.0x,1.47,2.469
B0178,020340055,LOOK AT STEVEN'S SWEATER,LOCK AT STEVEN'S SWEATER,0,LOOK,LOCK,UH->AA,1,0.0,0.202,0.0,0.244,yes,stretch_1.6x,0.0,0.315
B0179,020020348,BILL HUNT PUT DOWN HIS BOOK,BELL HUNT PUT DOWN HIS BOOK,0,BILL,BELL,IH->EH,1,0.0,0.223,0.0,0.244,yes,stretch_1.6x,0.0,0.349
B0180,060670029,I AM QUITE SURE I DID NOT,I AM QUIT SURE I DID NOT,2,QUITE,QUIT,AY->IH,2,0.303,0.524,0.324,0.487,yes,stretch_1.6x,0.303,0.641
B0181,096230012,I LOOK DOWN AND KNOW THE MAN IS DEAD,I LOOK DOWN AND KNOW THE MAN IS DID,8,DEAD,DID,EH->IH,1,1.584,1.985,1.598,1.962,yes,stretch_2.0x,1.584,2.378
B0182,008110209,IN THE POLICE STATE NONE OF US ARE SAFE,IN THE POLICE STATE NON OF US ARE SAFE,4,NONE,NON,AH->AA,1,0.848,0.989,0.808,0.99,yes,stretch_2.0x,0.848,1.114
B0183,095530154,HE HAD ALMOST LOST HER,HE HAT ALMOST LOST HER,1,HAD,HAT,D->T,2,0.163,0.284,0.181,0.302,yes,stretch_1.6x,0.163,0.341
B0184,010330053,SHE KNOWS HE LOVES HER AND SHE LOVES HIM,SHE KNOWS HE LOVES HER AND SHE LIVES HIM,7,LOVES,LIVES,AH->IH,1,1.276,1.499,1.274,1.456,yes,stretch_1.6x,1.276,1.617
B0185,021160075,I THINK EVERYONE ACROSS THE BOARD IS SAD,I THINK EVERYONE ACROSS THE BOARD IS SAT,7,SAD,SAT,D->T,2,2.142,2.183,1.756,2.159,yes,stretch_2.0x,2.142,2.215
B0186,075510036,WE WISH ALL MAY TAKE WORRYING BY BUS,WE WISH ALL MAY TAKE WORRYING BY BOSS,7,BUS,BOSS,AH->AA,1,1.714,2.218,1.639,2.125,yes,stretch_2.0x,1.714,2.713
B0187,007650078,A YEAR LATER THE PLANT WAS CLOSED,A YEAR LATER THE PLANNED WAS CLOSED,4,PLANT,PLANNED,T->D,4,0.787,1.03,0.786,1.069,yes,stretch_1.6x,0.787,1.16
B0188,096160001,HE LOOKED UP AND SAW A MAN,HE LOCKED UP AND SAW A MAN,1,LOOKED,LOCKED,UH->AA,1,0.162,0.384,0.201,0.423,yes,stretch_2.0x,0.162,0.59
B0189,096090027,SHE ACCEPTED IT AND PUT IT WITH HER THINGS,SHE ACCEPTED IT AND POT IT WITH HER THINGS,4,PUT,POT,UH->AA,1,1.392,1.533,1.324,1.485,yes,stretch_1.6x,1.392,1.602
B0190,050720006,WELL DON'T LET HIM HAVE TOO MUCH OF IT,WELL DON'T LATE HIM HAVE TOO MUCH OF IT,2,LET,LATE,EH->EY,1,0.483,0.624,0.485,0.707,yes,stretch_2.0x,0.483,0.749
B0191,096130007,THERE IS NO PLACE FOR ME IN HIS HEART,THERE IS NO PLUS FOR ME IN HIS HEART,3,PLACE,PLUS,EY->AH,2,0.504,0.786,0.524,0.786,yes,stretch_1.6x,0.504,0.939
B0192,054280062,BUT AT PRESENT THERE ARE THINGS WHICH MUST BE DONE,BUT AT PRESENT THERE ARE THINGS WHICH MUST BE DON,9,DONE,DON,AH->AA,1,1.894,2.357,1.917,2.461,yes,stretch_2.0x,1.894,2.812
B0193,020160207,THEY LOST FOR A HOST OF REASONS,THE LOST FOR A HOST OF REASONS,0,THEY,THE,EY->AH,1,0.0,0.141,0.0,0.101,yes,stretch_1.6x,0.0,0.218
B0194,051950164,IT WAS QUITE A FAMILY PARTY,IT WAS QUIT A FAMILY PARTY,2,QUITE,QUIT,AY->IH,2,0.683,0.884,0.687,0.848,yes,stretch_2.0x,0.683,1.069
B0195,027400077,I THINK WE NEED THAT TYPE OF PERSON,I THINK WE NEED THAT TIP OF PERSON,5,TYPE,TIP,AY->IH,1,0.966,1.207,0.967,1.148,yes,stretch_2.0x,0.966,1.432
B0196,061210148,AND DID YOU HEAR NOTHING,AND DEAD YOU HEAR NOTHING,1,DID,DEAD,IH->EH,1,0.182,0.283,0.181,0.323,yes,stretch_1.6x,0.182,0.328
B0197,000440021,MANDY LOVES LIVES IN AUSTRALIAN,MANDY LOVES LOVES IN AUSTRALIAN,2,LIVES,LOVES,IH->AH,1,0.77,0.972,0.805,1.086,yes,stretch_1.6x,0.77,1.077
B0198,054010032,BETTER LUCK NEXT TIME,BETTER LOOK NEXT TIME,1,LUCK,LOOK,AH->UH,1,0.304,0.465,0.283,0.444,yes,stretch_1.6x,0.304,0.546
B0199,091010139,OTHER FURNITURE THERE WAS NONE,OTHER FURNITURE THERE WAS NON,4,NONE,NON,AH->AA,1,1.048,1.451,1.075,1.521,yes,stretch_1.6x,1.048,1.685
B0200,080570072,DRESS THEM IN BLACK AND PLACE THEM OUTSIDE MY TENT,DRESS THEM IN BLOCK AND PLACE THEM OUTSIDE MY TENT,3,BLACK,BLOCK,AE->AA,2,0.586,0.788,0.545,0.788,yes,stretch_1.6x,0.586,0.893
B0201,001140159,THEN LISTEN TO ME,THEN LESSON TO ME,1,LISTEN,LESSON,IH->EH,1,0.243,0.486,0.266,0.553,yes,stretch_2.0x,0.243,0.713
B0202,081530170,SO OF THE NATIONS WITH THEIR WARS,SO OF THO NATIONS WITH THEIR WARS,2,THE,THO,AH->OW,1,0.264,0.325,0.263,0.404,yes,stretch_2.0x,0.264,0.37
B0203,060100154,HE LOOKED AROUND HIM AND BEGAN,HE LOOKED AROUND HIM AND BEGUN,5,BEGAN,BEGUN,AE->AH,3,1.173,1.8,1.167,1.73,yes,stretch_2.0x,1.173,2.418
B0204,054060147,SHE MUST BE HUNGRY AND SHE MUST BE COLD,SHE MISSED BE HUNGRY AND SHE MUST BE COLD,1,MUST,MISSED,AH->IH,1,0.14,0.281,0.141,0.303,yes,stretch_2.0x,0.14,0.406
B0205,096010018,THE OTHER WAS A GIRL AS WELL,THE OTHER WAS A GIRL AS WILL,6,WELL,WILL,EH->IH,1,1.176,1.602,1.164,1.625,yes,stretch_2.0x,1.176,2.02
B0206,060990023,SHE SAID SHE WOULD SEE HER,SHE SET SHE WOULD SEE HER,1,SAID,SET,D->T,2,0.203,0.385,0.182,0.323,yes,stretch_2.0x,0.203,0.551
B0207,027990162,TIME TO THINK ABOUT SOMETHING ELSE FOR A WHILE,TIME TO THINK ABOUT SOMETHING ELSE FOR A WILL,8,WHILE,WILL,AY->IH,1,1.709,2.252,1.7,2.125,yes,stretch_2.0x,1.709,2.787
B0208,069120025,BUT IT DID NOT COME,BIT IT DID NOT COME,0,BUT,BIT,AH->IH,1,0.0,0.12,0.0,0.162,yes,stretch_1.6x,0.0,0.184
B0209,096490015,THINGS ARE MOVING ALONG SO FAST,THINGS ARE MOVING ALONG SO FACED,5,FAST,FACED,AE->EY,1,1.228,1.811,1.248,1.811,yes,stretch_1.6x,1.228,2.153
B0210,024510070,IT'S ALL PART AND PARCEL OF NEW MANAGEMENT STYLE,IT'S ALL PART AND PARCEL OF NEW MANAGEMENT STILL,8,STYLE,STILL,AY->IH,2,2.077,2.682,2.066,2.647,yes,stretch_2.0x,2.077,3.279
B0211,010370131,AND IT WAS A WHILE BACK,AND IT WAS A WILL BACK,4,WHILE,WILL,AY->IH,1,0.933,1.197,0.926,1.067,yes,stretch_1.6x,0.933,1.339
B0212,026210203,IT WAS SO GREAT TO SEE EVERYONE,IT WAS SO GRADE TO SEE EVERYONE,3,GREAT,GRADE,T->D,3,0.803,1.004,0.807,1.049,yes,stretch_2.0x,0.803,1.189
B0213,020300073,MIKE GOT THE SHORTS,MIKE GOD THE SHORTS,1,GOT,GOD,T->D,2,0.324,0.446,0.265,0.468,yes,stretch_1.6x,0.324,0.503
B0214,005630122,YOUR THE REASON I MAKE IT THROUGH THE DAY,YOUR THE REASON I MAKE IT TRUE THE DAY,6,THROUGH,TRUE,TH->T,0,1.315,1.477,1.289,1.471,yes,stretch_1.6x,1.315,1.558
B0215,021790149,I HAD TWO SISTERS,I HAT TWO SISTERS,1,HAD,HAT,D->T,2,0.202,0.343,0.202,0.343,yes,stretch_1.6x,0.202,0.412
B0216,010270117,YELL THE VERY SAME THING,YELL THE VERY SOME THING,3,SAME,SOME,EY->AH,1,0.708,0.931,0.747,0.929,yes,stretch_2.0x,0.708,1.138
B0217,054080033,BUT A GREAT STRONG MAN,BUT A GREAT STRONG MAIN,4,MAN,MAIN,AE->EY,1,1.364,1.405,0.896,1.405,yes,stretch_2.0x,1.364,1.438
B0218,020160344,NOT A MAN SHARE ESCAPE,NOT A MAN SHELL ESCAPE,3,SHARE,SHELL,R->L,2,0.606,0.848,0.587,0.789,yes,stretch_2.0x,0.606,1.074
B0219,000560075,JACK LIKES YOUR RED CUP,JACK LIKES YOUR RED COP,4,CUP,COP,AH->AA,1,1.028,1.451,1.024,1.486,yes,stretch_1.6x,1.028,1.697
B0220,022520337,IN ABOUT THE THIRD ROW,IN ABOUT THE THIRD RAW,4,ROW,RAW,OW->AA,1,0.77,1.196,0.776,1.184,yes,stretch_2.0x,0.77,1.614
B0221,096450016,DEATH ITSELF HAD COME WITHOUT PAIN,DEATH ITSELF HAD KIM WITHOUT PAIN,3,COME,KIM,AH->IH,1,0.909,1.091,0.927,1.149,yes,stretch_2.0x,0.909,1.257
B0222,030140099,THE FOURTH DAY IS COME,THE FORT DAY IS COME,1,FOURTH,FORT,TH->T,3,0.141,0.362,0.141,0.321,yes,stretch_1.6x,0.141,0.479
B0223,030270073,BUT HOW I I TO TELL HER FATHER,BUT HOW I I TO DEL HER FATHER,5,TELL,DEL,T->D,0,0.648,0.85,0.711,0.914,yes,stretch_1.6x,0.648,0.955
B0224,032140121,I HAVE NOT DONE THAT FOR MANY ARE LONG YEAR,I HAVE NOT DONE THAT FOR MONEY ARE LONG YEAR,6,MANY,MONEY,EH->AH,1,1.084,1.265,1.072,1.255,yes,stretch_1.6x,1.084,1.358
B0225,075510091,TO BEEN THING I HAVE MADE UP MY MIND,TO BURN THING I HAVE MADE UP MY MIND,1,BEEN,BURN,IH->ER,1,0.262,0.403,0.141,0.364,yes,stretch_2.0x,0.262,0.528
B0226,080680174,THEY ARE A LAZY SIT,THEY ARE A LAZY SET,4,SIT,SET,IH->EH,1,0.664,1.126,0.65,1.138,yes,stretch_2.0x,0.664,1.58
B0227,010370070,IT WAS MORE THAN JUST ANOTHER HIT RECORD,IT WAS MORE THAN JUST ANOTHER HURT RECORD,6,HIT,HURT,IH->ER,1,1.552,1.693,1.514,1.716,yes,stretch_2.0x,1.552,1.818
B0228,036360151,I WILL TELL YOU THAT THEY DONE,I WILL TAIL YOU THAT THEY DONE,2,TELL,TAIL,EH->EY,1,0.361,0.542,0.365,0.548,yes,stretch_1.6x,0.361,0.635
B0229,050150021,THEY MUST HAVE DONE IT FOR FUN,THEY MUST HAVE DONE IT FOR PHONE,6,FUN,PHONE,AH->OW,1,1.19,1.614,1.193,1.718,yes,stretch_2.0x,1.19,2.03
B0230,011860377,HE WAS LOVE LOVED BY ALL AND HE LOVES ALL,HE WAS LOVE LOVED BY ALL AND HE LIVES ALL,8,LOVES,LIVES,AH->IH,1,1.735,1.997,1.747,1.968,yes,stretch_2.0x,1.735,2.243
B0231,014220140,TIM IS NOT A REAL STUDENT,TERM IS NOT A REAL STUDENT,0,TIM,TERM,IH->ER,1,0.0,0.161,0.0,0.222,yes,stretch_2.0x,0.0,0.314
B0232,038370128,IT IS NOT TO BE DONE,IT IS NOT TO BE DAN,5,DONE,DAN,AH->AE,1,1.217,1.683,1.156,1.683,yes,stretch_1.6x,1.217,1.955
B0233,000360339,HE KNOWS HE'S ABOUT TO GET INTO FIGHT,HE KNOWS HE'S ABOUT TO GET INTO FIT,7,FIGHT,FIT,AY->IH,1,1.395,1.8,1.375,1.8,yes,stretch_2.0x,1.395,2.196
B0234,020270049,FIVE SEVEN THREE EIGHT,FIVE SEVEN THREE AID,3,EIGHT,AID,T->D,1,0.878,1.184,0.914,1.219,yes,stretch_1.6x,0.878,1.36
B0235,012600129,THAT PUT ME IN SUCH A GOOD MOOD,THAT PUT ME IN SUCH A GOOD MOVE,7,MOOD,MOVE,D->V,2,1.296,1.66,1.312,1.695,yes,stretch_1.6x,1.296,1.87
